,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
217,56372815,45983436,21525947,92470222,37666690,86029499,90913329,58130766,26145322,43322320,4299119,82778338,86209741,98462991,qMx8J
218,55659795,34270385,59601922,32429371,39412313,87577157,23226213,64537508,98282545,4273143,74352246,66377659,43704210,70551348,WXmxo
219,47318665,16411177,35874835,13209315,63877556,15960444,5626388,1229887,26556047,49379175,25454577,27279291,38115468,45895228,LdOmb
220,7499776,46388569,68320931,77026443,11133675,62198424,60371839,5127835,36426458,43427060,78015294,64472107,34471518,8842910,j9I6c
221,95592623,97340564,45520740,3591714,46950967,46179683,23171726,25755952,41373082,79657703,99346534,80362983,43246999,6453484,mEk7X
222,13287421,70264206,52190791,73220585,30510869,17811056,73204814,11942079,41201250,1004655,50486869,4980984,95906768,38897753,AgjZw
223,94588229,57665819,22547290,32578859,24752722,41690394,99398481,7463140,34138545,12292909,38351684,68848793,42179766,32591459,MQgz4
224,61692599,59014515,2135018,8216894,29743331,56225777,80788818,65820388,30301768,71834880,2857762,70387908,92768535,98255543,jMdqZ
225,47242131,47908531,25641963,11533513,23900923,78221578,28864372,80441025,36112908,66569088,96382959,52827233,57086779,44262293,ODURA
226,15758605,88493896,22049504,77706801,29324470,48330042,65840729,50309784,62388822,98754135,93324097,52960233,28878653,25825876,Ao9HZ
227,5401416,94829954,35793667,94243966,59105537,10654699,30059369,29729689,72178767,19392593,50633609,87866316,83192749,28961530,VcA7V
228,14428868,61298807,25041904,96711418,81728303,68289045,9030990,31013061,78820384,95485212,19753565,91951033,26362763,52152002,cLRTt
229,55482961,73025275,44771160,21050690,34897972,45367647,59893526,82251595,82159887,89336902,8255432,46605136,2122799,71926001,LVfGm
230,26371378,39974064,36890855,7098301,21007767,20291767,6065972,79458051,87110979,38943359,45708501,6835329,23935330,65702874,1Rlxa
231,7925428,28731352,88225027,1372635,98960432,20894797,66490142,53779205,70948462,72731583,74699658,85357184,81111676,74002701,fLTJ2
232,19006371,4099222,31253975,94102898,82437637,93296102,26396594,23005520,33593567,5957732,8598419,62063483,5000470,76794112,glOWo
233,36067704,36976531,59439190,43675450,58663255,82082784,69078556,82362918,9707693,48599264,50742979,78015626,95412641,83732980,abfLl
234,85013612,56935094,34092855,10067640,92999046,24270204,43996283,68750241,63532997,75624165,88763379,38764431,41813427,84238419,OnHma
235,67460095,40176609,51418727,87748005,26274510,71668479,15757940,4315222,17087351,46710807,95523543,31568795,38601863,15340212,1EF5z
236,9495841,96244400,30690957,94174790,53808309,45179278,18394876,50042182,18930362,83103747,9885739,19522653,23660214,40138380,sQWVe
237,52815747,70214016,22213182,33230795,31907716,57892901,12927465,18017767,39348031,25828007,16145326,61155969,27905440,71099690,N5iwk
238,64856408,87650506,36871129,96078168,58316531,10755267,28014414,77843566,18192603,67901338,67522351,41529688,25515687,13026874,kHlrp
239,85129152,67241365,87394001,99168499,68338909,87254250,17009957,96327901,48432217,95841773,58918834,45121196,24319139,43283513,mOFR5
240,50212039,25595564,29925997,63308847,65098363,99394433,76700066,56220858,59463414,6605002,3486871,44340060,78789721,40995118,QZG3V
241,97815524,80746284,82970963,46281228,8644105,74433594,69785547,75892013,30044416,32967682,53346696,18071738,66529770,59961246,1v3uO
242,81276841,52218573,85156951,86067300,54164268,29863582,86280901,41493815,39073735,9167909,25676681,40047023,90942407,14068492,kO5ec
243,95013834,14563491,30541079,57332222,15605410,78576022,42744370,21953789,48095120,56970790,27396668,63751592,92991835,84474930,QHFgo
244,92797430,2667079,36530514,91775312,27067326,853007,45774001,94574281,93640797,74103433,84499882,56785379,28254047,83497357,FRoHH
245,68775745,84850376,5616153,3745754,69154085,28409240,15298800,83560218,90608563,26366306,97928650,64993173,76674905,8735116,ISZ67
246,53896150,16172088,47445438,24490246,55920329,75284510,49483220,48196052,70558972,80969632,39190799,55338686,45527134,24988832,OBqPb
247,75628674,96462012,63793243,87228859,96989625,92976547,70942416,69093836,38969545,72732044,85466178,37697716,99942326,11392100,NmoPT
248,40654673,90253344,24918916,6426189,43164144,58013699,13246520,91408025,92668728,43794480,79924281,25809039,25994302,86610987,EW1y8
249,30438275,7576014,19021669,28194666,65977901,9589270,93412436,99503335,52377619,68713945,59884045,53728755,51281660,82157692,GZGW3
250,20100871,12652572,98701193,30698560,86100340,95583489,45953421,36117298,65071028,74572139,68773005,69719436,40088039,86796872,2PJIT
251,41993561,89933195,81664026,89386021,93625107,17806985,73828114,668348,8969462,23672295,38870564,95597198,46076493,65430613,g8suu
252,54960818,69510990,34245495,73583426,41935554,53469897,91629398,43214924,83576101,20731714,77927407,36909405,31218049,60078280,TjrYy
253,9548357,78717193,73472800,4515973,89213812,71070158,47205105,81436892,76138628,79855783,57138141,882171,15436514,93401525,4G05k
254,48883740,58556723,91682451,10019617,79775576,44106411,30229996,14487385,25122076,70475410,51228016,12335735,86973386,29563210,wjKNT
255,84915099,68870874,75642773,47391929,87931818,43953063,17105002,55046427,87418350,74101878,96784529,10471198,37338799,61097791,JtnZc
256,16585749,87275373,17582904,69001105,17733635,13336416,61941766,23618975,34893854,80246316,56449921,20358179,76049513,81293282,ISPEE
257,25146742,51350803,18882801,85961425,55628575,89761595,32580146,99704903,95578764,78335404,95664335,89943697,45483611,57544969,4dUUg
258,42318398,26093131,23429479,14346641,78238248,43735756,64031150,99776861,99369604,50266209,49060687,27353993,5757548,60946621,AIHGm
259,15104866,80884418,671066,77544803,19941886,41844013,25660818,58793493,75753394,7131129,96404260,17034602,24422879,73115768,QVMVc
260,79901605,83986949,75586538,57194566,4084042,63195685,60270917,56740457,98736236,12863788,46318320,24938662,43455538,50154778,nm6AM
261,38532913,50330612,20564245,28437114,23464432,63976330,41993091,59134463,56962319,12309257,96159633,46593667,48675822,87857042,St6PB
262,49333960,99945258,71422416,44864138,73849494,52837249,54824550,92943677,18401540,58329700,39322972,37049043,28043445,53565249,dV8Jl
263,92727143,73689474,49670618,43789208,98342034,32557935,62293693,15238161,49073650,28222189,24454716,84397547,12231644,55849026,Awedh
264,49089637,14248580,43637105,27895996,92493341,84894460,32426222,85892713,77879106,88768235,37766073,60936908,516255,8231052,RmORY
265,8658424,93736024,49331609,79194981,54036144,56118881,17902472,75165611,16506730,53660942,18417141,63381022,99195941,55922438,0mQ6b
266,37327047,64757448,18546795,77150801,32769816,65675861,61175341,4561312,11595936,90685272,42700108,88769893,17658798,42397326,95pzB
267,63256805,32064199,8974270,94793213,81643605,70188097,41363078,69145265,68228979,43100825,6335662,36715703,73828482,79347275,Cz3LM
268,48935711,48031168,27742885,9212973,96370199,61496137,9809202,75672330,87678672,19805159,98999706,49079498,14074444,3572310,SctRA
269,33444017,30399770,25402812,93969122,56736442,18802320,48935774,13289142,88021154,9812135,44544593,97811415,40325034,81215125,7C6RO
270,22340919,64379659,71368073,65391641,63259378,73320033,45358344,36548312,99137039,88382397,506025,13747285,60522379,98211215,zJJ4N
271,21638531,45273256,32872424,44951599,27161547,25514098,25431935,68548822,75344958,48789051,65160303,37396807,83247354,64042489,ubamm
272,69068467,29339459,69353745,65964234,94776619,66734165,77506312,7200296,62168658,85808899,66178900,34864660,87746738,58675913,eDd2u
273,39853557,36612659,48774818,33190525,94391211,59790010,18795263,43046166,13318258,98011996,58391845,24277222,62294785,79325890,UU1Ui
274,44192368,87091811,8150091,25078307,15677201,77499386,8679854,75086827,84876370,46882010,17508999,95630201,77877908,82224987,sjowv
275,89888851,48263636,97189455,75090532,39382849,77018187,14214400,53498273,13322114,50087715,96839699,22003804,74306948,59317452,m7B0R
276,50364855,11950127,55769412,45027851,79662665,22289438,97298269,43302326,34747555,60018038,74140945,21538268,21930325,63648127,CGiSs
277,79161437,62664233,52593357,23966430,22540203,15742438,35737093,14270475,67594659,2668363,58295673,76109340,35322501,66048291,0DMeQ
278,62110224,6137634,73847430,48972714,80607976,96997929,67074020,46121860,6076620,14864174,99757177,27785904,64327244,83818370,6TwjI
279,59042362,16595795,28394349,40839464,15857405,97243629,16365420,49908288,61344500,56462007,76611542,11367900,50816803,19881568,nZB6j
280,89819893,98237542,32100870,21309853,65240327,71925343,18028045,43523601,46192363,29471430,8813196,11874626,17264165,99762824,O0p4S
281,90281029,12168653,90048298,3812071,3709907,2621327,78169975,22603600,62609668,40999605,55487857,7216946,33439257,70694024,jBgjS
282,27587980,70931106,18544413,39052692,70334762,40871478,90752136,59936733,27659696,95143129,97992170,50718364,20223499,25940450,ew7i3
283,35425055,93516250,47769414,63420076,74787094,44868134,62049428,36120805,16433035,1059783,89443450,25807212,18477845,69995997,umssL
284,24235064,17634304,76865580,15318008,79576629,49789565,17196549,28533955,53724262,88848031,37159992,67896956,86127308,59608650,aIB8h
285,33117917,59924199,80493821,81888822,31325254,12721337,97415183,46822906,70835996,5281826,17557784,5955955,44767148,40864886,Io3C6
286,21334670,35745145,7183949,11031229,71624264,96512779,95050666,29107528,63567468,85504762,98406659,42842731,55924773,19370840,V8MGD
287,75832024,86361794,32739907,3933007,89300381,51331687,37637777,33423328,64670791,49252818,23097631,36249973,46965537,34520859,VUM7J
288,58969935,66315144,11631067,16508365,216440,20851952,78740029,12849686,65416867,10980985,7626106,11226907,90276051,92922995,9YJqQ
289,30597392,38335576,82312788,87904657,47352179,88990549,31489208,41014777,49167210,36153433,14412118,98571266,89808507,14372081,028xo
290,95546195,91585995,45479104,30293131,30167802,31728775,88618920,40294221,31540408,80181989,85216177,10687015,87808133,56275761,wyrcO
291,30646444,34067548,50028814,17933307,87770881,92511824,84785299,79199255,24900884,87732718,96115311,90792822,57571334,86508178,X48w0
292,54640697,64097260,68674199,15835246,78146963,73927858,14885099,59242933,58167716,47506600,67491011,24263161,96901574,55423520,x5qCt
293,77260926,50213192,25185911,9103002,75462647,53163226,36656046,50320527,35506189,15606294,83166872,64407950,33340686,60945865,oVy7I
294,2225810,22575974,29357275,98954132,8900888,94529495,46455830,8354087,54189945,98955665,87982588,68857268,86378485,62508992,To6Tt
295,52594856,6976721,94551308,27287927,43981192,57844922,6453206,52372742,70219674,7605551,74693977,68489027,5637996,76571059,jhcJF
296,39064876,33974966,18474162,23291640,92528111,61663594,92652176,16853074,89208512,72319777,42781660,58495497,28370350,85396609,eCx25
297,45692872,95223951,6731405,11530048,49507952,6429626,70510563,27888566,98281401,22924563,60189906,90591655,65300069,92068353,cRpJx
298,34291059,57580537,79441458,83998185,56816076,43033890,87551042,79259496,84395282,53083693,65540367,5997908,14205104,39309933,LwTHX
299,6724452,56488433,54220575,50425535,31340033,39021728,55952979,61455076,12441274,4856399,6786568,49272619,4033079,31649272,2Gpxa
300,59576217,11234688,31092654,53837030,72375884,29017789,72080075,31953510,2973722,52548387,75212492,7106785,85429361,94983899,AbCrB
301,9262407,3606786,46603177,39459984,89606224,8976233,191817,36810996,12237792,20406033,9090843,86610756,69103449,44329463,cEcuc
302,45317049,29225532,14180136,23911248,67391389,60999596,75301369,37341006,63615008,52660444,90858961,73124318,57447044,29203136,0HCE2
303,27723059,96715097,15553057,14227222,63828155,45180012,81337341,22942817,77043898,75043064,53171218,44266224,9750139,26733044,mttv9
304,97647052,56674350,75096536,83419051,16203952,59108183,61897868,15265942,87412035,3545952,44440648,66426514,69683297,13458815,ODBVw
305,30625334,98287594,80675549,37106005,99452920,964180,8972729,5284285,81094076,52995680,39764602,66897353,95827765,71569916,9heAf
306,34678440,79819070,17316780,82465412,69285974,57934115,21660490,61152679,538794,51187528,3722430,4431013,46741910,52962541,Gzjzf
307,28862707,7712923,27369111,51365414,77235850,11217345,57394124,72266582,70239591,67888630,5960676,7923333,93388493,86228930,I5g0K
308,25335587,3249131,26977575,14130179,99856990,34180215,36682385,7578413,42028844,71317963,48492658,63167495,97835578,55296279,hAxS0
309,12242800,12105425,94427368,71947113,40352107,18564754,18101228,38979679,86486927,7035347,99890395,1850237,87292421,30877405,EyHpi
310,82145566,83472262,46574563,57006579,73204002,26572650,41482518,54410897,14461631,47134377,34905955,69350672,63653395,51654547,CthTR
311,95953994,71248906,87392688,45458135,77670149,11847995,22274497,77185956,28114177,22107307,18678174,64049496,6224265,94540420,cfTmr
312,15701493,45966647,99989880,28908201,36920200,36497849,41741033,17871265,37399932,51736228,97208693,33944156,95358295,82500936,1mk7O
313,35900240,90031960,69524182,46645773,96798131,66885329,8249608,27746300,94676974,13610707,106942,78805128,94314107,48833327,GMncK
314,90796023,26087348,18012196,63439569,72063961,36694654,3043991,93856105,28365946,86049378,43639809,72007242,98499654,93585189,BljuL
315,43668519,64738401,53065217,58655177,26302741,31476387,99797489,40700082,7044517,38887781,81974006,46661122,26097161,56652785,3bK6o
316,81186724,92769548,4162074,31321120,30123102,75588215,83302807,46764148,71446411,47742099,68042395,84136131,95336705,71425384,0msqe
317,74273727,92234512,63202060,12103941,25103080,11908044,74900049,7692624,62777611,28786802,6623932,23277430,71652786,7364315,Ybts9
318,13909197,19263123,7967844,5984960,66525876,72209873,6055023,831000,29927921,84251443,17351021,83675036,70365094,65648206,agi5b
319,67482840,26945634,27738023,76005471,28608046,60083193,72160554,27808339,5913298,56563320,61944726,42213846,62058834,37198648,R07mu
320,78471979,85052815,70085671,40585877,97683052,63637839,52661192,37553090,42357652,28980143,5888567,34504951,11484723,51592564,s5oZo
321,55632709,31467801,38411826,959742,4220321,77267010,71492504,75630648,15279659,72402120,511683,78363536,15094841,32023752,52IHn
322,16315382,24886160,9349071,94613096,31922459,27655422,8059774,28032961,65712241,62907075,1449948,1537406,28009348,73155741,6ay2n
323,67704299,41532054,59037390,3038859,29975105,39602484,56604597,61562213,86146823,12844133,57679498,4329421,39662526,30991086,DPf52
324,49450294,47378987,22563200,70004825,98488560,18024988,95306613,92478684,73171668,47681886,2845330,5546232,95463958,71606202,6h9HK
325,16867006,98278493,75231899,52786952,30688632,71586924,23125074,91834000,18473918,44160992,27918147,28236983,49708095,24256945,TLqXY
326,75951120,4699078,86892468,98365222,90058041,29620089,66758279,7042182,81305884,75886586,22392489,27289534,515125,52990353,BRM2V
327,11189096,74168037,71138262,87417241,45914919,16436727,98241865,60836794,84881301,45121517,52341344,17267623,75286831,34358224,rpFh1
328,85199910,55375034,75732704,24558491,48986479,49561278,30475827,83719566,64001912,78082933,28374383,48553466,18030916,42339845,gzsKq
329,64014571,26252865,24042028,16072460,42731653,96425161,11795284,8690547,55037325,86678308,90618628,74903258,40057138,14460180,rMDcV
330,11654511,18085038,92107090,76384079,22181836,13886256,86477331,18567387,76243538,67682029,72659237,44295576,38861786,10217421,Llr8e
331,36063708,6246828,85226156,69616619,84529355,64110145,23729701,7464347,90440881,96624186,62928314,54962460,10492752,59115272,cucxu
332,26575812,78405092,98300101,92894286,62078781,67980451,56885948,5984423,84389042,30498251,98486693,31499726,76937273,8271251,APgg3
333,32753740,93180624,57882875,80184629,59147422,76380595,64082639,2446366,4350593,1110646,33221204,72179564,93735626,69577076,RLdKU
334,57907332,22389445,71264685,4294452,59208249,54062376,84709754,69768004,71503837,90973794,5725065,99440831,69304936,36334481,Et1xE
